DATASET,YEAR,CCG_ONS_CODE,CCG_ODS_CODE,CCG_NAME,INDICATOR,SEX,AGE_BAND,VALUE
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB062,F,0 to 9,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB062,F,10 to 17,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB062,F,18 to 24,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB062,F,25 to 34,2
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB062,F,35 to 44,3
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB062,F,45 to 54,14
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB062,F,55 to 64,15
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB062,F,65 to 74,28
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB062,F,75 and over,104
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB062,M,0 to 9,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB062,M,10 to 17,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB062,M,18 to 24,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB062,M,25 to 34,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB062,M,35 to 44,6
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB062,M,45 to 54,23
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB062,M,55 to 64,44
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB062,M,65 to 74,72
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB062,M,75 and over,158
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB063,F,0 to 9,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB063,F,10 to 17,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB063,F,18 to 24,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB063,F,25 to 34,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB063,F,35 to 44,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB063,F,45 to 54,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB063,F,55 to 64,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB063,F,65 to 74,3
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB063,F,75 and over,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB063,M,0 to 9,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB063,M,10 to 17,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB063,M,18 to 24,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB063,M,25 to 34,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB063,M,35 to 44,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB063,M,45 to 54,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB063,M,55 to 64,5
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB063,M,65 to 74,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB063,M,75 and over,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB064,F,0 to 9,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB064,F,10 to 17,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB064,F,18 to 24,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB064,F,25 to 34,23
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB064,F,35 to 44,94
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB064,F,45 to 54,325
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB064,F,55 to 64,594
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB064,F,65 to 74,864
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB064,F,75 and over,1334
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB064,M,0 to 9,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB064,M,10 to 17,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB064,M,18 to 24,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB064,M,25 to 34,19
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB064,M,35 to 44,130
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB064,M,45 to 54,461
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB064,M,55 to 64,781
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB064,M,65 to 74,910
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB064,M,75 and over,832
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB065,F,0 to 9,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB065,F,10 to 17,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB065,F,18 to 24,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB065,F,25 to 34,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB065,F,35 to 44,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB065,F,45 to 54,2
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB065,F,55 to 64,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB065,F,65 to 74,2
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB065,F,75 and over,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB065,M,0 to 9,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB065,M,10 to 17,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB065,M,18 to 24,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB065,M,25 to 34,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB065,M,35 to 44,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB065,M,45 to 54,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB065,M,55 to 64,2
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB065,M,65 to 74,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB065,M,75 and over,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB066,F,0 to 9,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB066,F,10 to 17,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB066,F,18 to 24,3
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB066,F,25 to 34,24
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB066,F,35 to 44,44
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB066,F,45 to 54,30
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB066,F,55 to 64,42
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB066,F,65 to 74,28
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB066,F,75 and over,25
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB066,M,0 to 9,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB066,M,10 to 17,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB066,M,18 to 24,11
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB066,M,25 to 34,26
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB066,M,35 to 44,59
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB066,M,45 to 54,46
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB066,M,55 to 64,40
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB066,M,65 to 74,26
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB066,M,75 and over,8
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB067,F,0 to 9,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB067,F,10 to 17,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB067,F,18 to 24,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB067,F,25 to 34,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB067,F,35 to 44,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB067,F,45 to 54,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB067,F,55 to 64,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB067,F,65 to 74,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB067,F,75 and over,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB067,M,0 to 9,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB067,M,10 to 17,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB067,M,18 to 24,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB067,M,25 to 34,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB067,M,35 to 44,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB067,M,45 to 54,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB067,M,55 to 64,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB067,M,65 to 74,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB067,M,75 and over,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB068,F,0 to 9,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB068,F,10 to 17,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB068,F,18 to 24,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB068,F,25 to 34,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB068,F,35 to 44,3
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB068,F,45 to 54,26
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB068,F,55 to 64,57
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB068,F,65 to 74,95
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB068,F,75 and over,264
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB068,M,0 to 9,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB068,M,10 to 17,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB068,M,18 to 24,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB068,M,25 to 34,4
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB068,M,35 to 44,6
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB068,M,45 to 54,27
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB068,M,55 to 64,81
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB068,M,65 to 74,128
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB068,M,75 and over,215
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB069,F,0 to 9,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB069,F,10 to 17,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB069,F,18 to 24,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB069,F,25 to 34,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB069,F,35 to 44,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB069,F,45 to 54,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB069,F,55 to 64,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB069,F,65 to 74,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB069,F,75 and over,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB069,M,0 to 9,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB069,M,10 to 17,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB069,M,18 to 24,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB069,M,25 to 34,2
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB069,M,35 to 44,3
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB069,M,45 to 54,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB069,M,55 to 64,4
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB069,M,65 to 74,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB069,M,75 and over,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB070,F,0 to 9,5
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB070,F,10 to 17,11
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB070,F,18 to 24,10
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB070,F,25 to 34,62
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB070,F,35 to 44,118
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB070,F,45 to 54,206
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB070,F,55 to 64,227
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB070,F,65 to 74,225
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB070,F,75 and over,291
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB070,M,0 to 9,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB070,M,10 to 17,5
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB070,M,18 to 24,2
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB070,M,25 to 34,7
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB070,M,35 to 44,19
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB070,M,45 to 54,45
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB070,M,55 to 64,48
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB070,M,65 to 74,55
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB070,M,75 and over,59
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB077,F,0 to 9,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB077,F,10 to 17,3
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB077,F,18 to 24,2
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB077,F,25 to 34,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB077,F,35 to 44,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB077,F,45 to 54,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB077,F,55 to 64,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB077,F,65 to 74,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB077,F,75 and over,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB077,M,0 to 9,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB077,M,10 to 17,4
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB077,M,18 to 24,15
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB077,M,25 to 34,8
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB077,M,35 to 44,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB077,M,45 to 54,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB077,M,55 to 64,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB077,M,65 to 74,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB077,M,75 and over,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB078,F,0 to 9,9
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB078,F,10 to 17,18
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB078,F,18 to 24,17
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB078,F,25 to 34,4
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB078,F,35 to 44,3
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB078,F,45 to 54,2
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB078,F,55 to 64,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000194,02E,NHS Warrington CCG,LDOB078,F,65 to 74,0
