DATASET,YEAR,GEOGRAPHY_CODE,SUB_ICB_LOC_CODE,SUB_ICB_LOC_NAME,INDICATOR,SEX,AGE_BAND,VALUE
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB066,M,65 to 74,60
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB066,M,75 and over,46
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB067,F,0 to 9,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB067,F,10 to 17,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB067,F,18 to 24,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB067,F,25 to 34,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB067,F,35 to 44,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB067,F,45 to 54,2
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB067,F,55 to 64,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB067,F,65 to 74,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB067,F,75 and over,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB067,M,0 to 9,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB067,M,10 to 17,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB067,M,18 to 24,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB067,M,25 to 34,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB067,M,35 to 44,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB067,M,45 to 54,2
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB067,M,55 to 64,2
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB067,M,65 to 74,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB067,M,75 and over,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB068,F,0 to 9,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB068,F,10 to 17,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB068,F,18 to 24,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB068,F,25 to 34,7
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB068,F,35 to 44,22
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB068,F,45 to 54,104
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB068,F,55 to 64,201
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB068,F,65 to 74,371
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB068,F,75 and over,1049
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB068,M,0 to 9,2
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB068,M,10 to 17,5
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB068,M,18 to 24,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB068,M,25 to 34,8
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB068,M,35 to 44,25
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB068,M,45 to 54,132
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB068,M,55 to 64,317
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB068,M,65 to 74,620
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB068,M,75 and over,981
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB069,F,0 to 9,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB069,F,10 to 17,3
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB069,F,18 to 24,4
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB069,F,25 to 34,6
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB069,F,35 to 44,10
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB069,F,45 to 54,14
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB069,F,55 to 64,8
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB069,F,65 to 74,3
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB069,F,75 and over,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB069,M,0 to 9,2
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB069,M,10 to 17,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB069,M,18 to 24,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB069,M,25 to 34,7
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB069,M,35 to 44,5
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB069,M,45 to 54,10
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB069,M,55 to 64,4
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB069,M,65 to 74,3
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB069,M,75 and over,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB070,F,0 to 9,13
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB070,F,10 to 17,32
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB070,F,18 to 24,54
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB070,F,25 to 34,275
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB070,F,35 to 44,533
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB070,F,45 to 54,909
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB070,F,55 to 64,1258
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB070,F,65 to 74,1576
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB070,F,75 and over,1794
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB070,M,0 to 9,5
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB070,M,10 to 17,11
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB070,M,18 to 24,18
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB070,M,25 to 34,59
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB070,M,35 to 44,77
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB070,M,45 to 54,195
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB070,M,55 to 64,269
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB070,M,65 to 74,330
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB070,M,75 and over,386
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB077,F,0 to 9,5
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB077,F,10 to 17,5
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB077,F,18 to 24,18
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB077,F,25 to 34,15
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB077,F,35 to 44,4
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB077,F,45 to 54,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB077,F,55 to 64,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB077,F,65 to 74,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB077,F,75 and over,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB077,M,0 to 9,5
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB077,M,10 to 17,27
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB077,M,18 to 24,52
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB077,M,25 to 34,42
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB077,M,35 to 44,17
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB077,M,45 to 54,9
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB077,M,55 to 64,3
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB077,M,65 to 74,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB077,M,75 and over,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB078,F,0 to 9,45
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB078,F,10 to 17,113
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB078,F,18 to 24,63
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB078,F,25 to 34,27
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB078,F,35 to 44,13
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB078,F,45 to 54,9
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB078,F,55 to 64,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB078,F,65 to 74,3
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB078,F,75 and over,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB078,M,0 to 9,209
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB078,M,10 to 17,387
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB078,M,18 to 24,206
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB078,M,25 to 34,117
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB078,M,35 to 44,34
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB078,M,45 to 54,11
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB078,M,55 to 64,5
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB078,M,65 to 74,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB078,M,75 and over,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB079,F,14 to 17,6
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB079,F,18 to 24,24
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB079,F,25 to 34,46
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB079,F,35 to 44,26
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB079,F,45 to 49,17
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB079,F,50 to 54,14
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB079,F,55 to 59,17
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB079,F,60 to 64,13
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB079,F,65 to 69,6
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB079,F,70 to 74,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB079,F,75 and over,5
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB079,M,14 to 17,15
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB079,M,18 to 24,49
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB079,M,25 to 34,58
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB079,M,35 to 44,46
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB079,M,45 to 49,26
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB079,M,50 to 54,23
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB079,M,55 to 59,18
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB079,M,60 to 64,16
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB079,M,65 to 69,9
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB079,M,70 to 74,5
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB079,M,75 and over,3
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB080,F,14 to 17,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB080,F,18 to 24,10
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB080,F,25 to 34,9
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB080,F,35 to 44,2
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB080,F,45 to 49,4
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB080,F,50 to 54,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB080,F,55 to 59,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB080,F,60 to 64,5
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB080,F,65 to 69,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB080,F,70 to 74,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB080,F,75 and over,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB080,M,14 to 17,5
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB080,M,18 to 24,10
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB080,M,25 to 34,13
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB080,M,35 to 44,9
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB080,M,45 to 49,5
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000153,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,LDOB080,M,50 to 54,7
